"id_usuario","direccion_estacion_origen","direccion_estacion_destino","duracion_recorrido","distancia","dia"
121482,"1399 Moldes","GARCIA DEL RIO & PINTO",927,2901.86089055787,"Viernes"
142421,"2001 Donado","GARCIA DEL RIO & PINTO",1213,4243.05619907229,"Jueves"
142421,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","GARCIA DEL RIO & PINTO",1235,4628.70276107505,"Domingo"
525952,"Costa Rica & Armenia","GARCIA DEL RIO & PINTO",3001,11418.5072441475,"Domingo"
200434,"Godoy Cruz  3279 y Libertador","2700 Pedraza, Manuela",1644,6137.65468896211,"Lunes"
5216,"GARCIA DEL RIO & PINTO","2700 Pedraza, Manuela",961,3461.75946019131,"Lunes"
198972,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","2700 Pedraza, Manuela",1696,6891.79231018449,"Miércoles"
317330,"1483 Quinteros, Lidoro J. Av.","2700 Pedraza, Manuela",1345,4416.72198670535,"Jueves"
212134,"Miguel Sanchez y Av Libertadores","2700 Pedraza, Manuela",582,1894.15361355253,"Domingo"
332378,"Amenabar y Mendoza","2700 Pedraza, Manuela",600,2145.96703881398,"Sábado"
368835,"2519 Superi","2519 Superi",7550,23752.9832369506,"Domingo"
376217,"Miller & Monroe","2292 Montañeses",1233,4573.46146559285,"Jueves"
591953,"Mexico 1652","Villaflor, Azucena & Paine, Aime",2439,9503.28658685612,"Miércoles"
591953,"Mexico 1652","Villaflor, Azucena & Paine, Aime",1054,4357.31174747149,"Miércoles"
5625,"Moreno & Av Paseo Colon","Villaflor, Azucena & Paine, Aime",1729,5712.23696116002,"Domingo"
574963,"Moreno & Av Paseo Colon","Villaflor, Azucena & Dealessi, Pierina",2759,8129.71811579288,"Domingo"
17678,"Villaflor, Azucena & Paine, Aime","Villaflor, Azucena & Dealessi, Pierina",322,960.842382647226,"Miércoles"
389205,"Av. España 2200","Villaflor, Azucena & Dealessi, Pierina",1439,4889.42027550236,"Sábado"
175017,"Olleros Av. & Del Libertador Av.","2786 Montañeses",1781,5093.71362166065,"Martes"
499013,"684 Boulogne Sur Mer & Tucuman","2786 Montañeses",2748,10351.5764334317,"Martes"
162730,"3822 Guemes","2786 Montañeses",1520,5164.4278083307,"Martes"
230734,"2786 Montañeses","2786 Montañeses",18369,70501.4459554717,"Martes"
426833,"Manso Juana & De La Barra, Emma","Manso Juana & De La Barra, Emma",1949,7665.52533146783,"Domingo"
406718,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General","Manso Juana & De La Barra, Emma",1481,4448.81043321026,"Sábado"
10338,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","Manso Juana & De La Barra, Emma",1708,5031.46962801693,"Viernes"
256071,"367 Sanchez De Thompson, Mariquita","Manso Juana & De La Barra, Emma",2665,8321.60748880091,"Sábado"
13516,"367 Sanchez De Thompson, Mariquita","Manso Juana & De La Barra, Emma",1477,5254.90916931336,"Sábado"
349857,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General","Estados Unidos 21",561,2258.31790743299,"Domingo"
507735,"1540 Garcia, Juan Agustin","Andres Lamas&Remedios Escalada de San Martin",505,1754.42216280499,"Sábado"
147903,"3084 Agrelo","Iguazu & Uspallata",1138,3588.10339320011,"Sábado"
147903,"3084 Agrelo","Iguazu & Uspallata",1080,3480.11194809806,"Lunes"
60952,"201 Luna","Iguazu & Uspallata",5551,19628.9113861881,"Lunes"
5771,"Olleros Av. & Del Libertador Av.","1399 Moldes",1208,4305.75645319445,"Sábado"
121482,"Av. Patricias Argentinas & Estivao","1399 Moldes",1402,5450.2784794093,"Viernes"
470972,"2700 Pedraza, Manuela","1399 Moldes",1339,4701.60819098043,"Martes"
121482,"Juana De Ibarbourou & Av Patricias Argentinas","1399 Moldes",1560,5335.05728006518,"Viernes"
168442,"Ayacucho 595","67 San Martin",1298,4928.19560652521,"Lunes"
232196,"Tucuman & 9 De Julio Av.","67 San Martin",304,867.812924645841,"Martes"
200434,"Della Paolera 297, Carlos M. & Av. Leandro N. Alem","67 San Martin",577,1814.16820375824,"Miércoles"
430972,"Suipacha & Viamonte, 709","Adolfo Alsina& Bernardo De Irigoyen",636,2235.65294624229,"Viernes"
25958,"383 Blanes, Juan Manuel","Adolfo Alsina& Bernardo De Irigoyen",1115,3552.53331643568,"Jueves"
204183,"Av. Rivadavia & Del Barco Centenera","Adolfo Alsina& Bernardo De Irigoyen",1313,4486.64736667771,"Viernes"
204183,"Av. Rivadavia & Del Barco Centenera","Adolfo Alsina& Bernardo De Irigoyen",1319,3917.44420705428,"Miércoles"
204183,"Av. Rivadavia & Del Barco Centenera","Adolfo Alsina& Bernardo De Irigoyen",1375,4440.69006181154,"Lunes"
204183,"Av. Rivadavia & Del Barco Centenera","Adolfo Alsina& Bernardo De Irigoyen",1441,4557.14792959528,"Miércoles"
499013,"3302 Guardia Vieja & Aguero","Argerich & Flores, Venancio, Gral.",3290,10281.9326344502,"Jueves"
507735,"Andres Lamas&Remedios Escalada de San Martin","4083 Vallese, Felipe",1296,4950.52570458502,"Lunes"
507735,"4083 Vallese, Felipe","4083 Vallese, Felipe",2655,9397.7309527836,"Viernes"
507735,"Triunvirato Av. & Tronador","4083 Vallese, Felipe",1920,6583.51487728457,"Sábado"
223685,"1701 Fernandez Moreno, Baldomero","4083 Vallese, Felipe",1752,5427.73724303891,"Lunes"
507735,"1540 Garcia, Juan Agustin","4083 Vallese, Felipe",1261,4350.70702663021,"Lunes"
507735,"1540 Garcia, Juan Agustin","4083 Vallese, Felipe",1350,4785.13567315531,"Domingo"
507735,"1540 Garcia, Juan Agustin","4083 Vallese, Felipe",1237,3556.51397246402,"Domingo"
507735,"1540 Garcia, Juan Agustin","4083 Vallese, Felipe",1043,3935.37679090708,"Miércoles"
10594,"300 Almafuerte Av. & Los Patos","3817 Traful",545,2015.44593078951,"Lunes"
530895,"300 Almafuerte Av. & Los Patos","3817 Traful",1817,7555.27804088035,"Martes"
530895,"Iguazu & Uspallata","3817 Traful",958,2872.34345830964,"Sábado"
17678,"Moreno & Av Paseo Colon","Idependencia y Bernardo de Irigoyen",1716,6547.63479866087,"Miércoles"
25958,"1590 Lavalle","750 Pi Y Margall & Necochea",1689,6802.05927995654,"Martes"
528274,"383 Blanes, Juan Manuel","750 Pi Y Margall & Necochea",1046,3410.42429400453,"Viernes"
385446,"Reconquista & Corrientes Av.","750 Pi Y Margall & Necochea",1150,4242.03391621834,"Lunes"
528274,"750 Pi Y Margall & Necochea","750 Pi Y Margall & Necochea",731,2283.01864711296,"Martes"
528274,"750 Pi Y Margall & Necochea","750 Pi Y Margall & Necochea",498,2020.51130127317,"Miércoles"
385446,"750 Pi Y Margall & Necochea","750 Pi Y Margall & Necochea",3920,11615.5116023599,"Domingo"
385446,"Moreno & Av Paseo Colon","750 Pi Y Margall & Necochea",667,2143.4072222234,"Miércoles"
528274,"Olavarría 811","750 Pi Y Margall & Necochea",447,1485.81829596563,"Viernes"
385446,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","750 Pi Y Margall & Necochea",707,2684.07638816732,"Sábado"
385446,"Balcarce & Yrigoyen, Hipolito Av.","750 Pi Y Margall & Necochea",922,2626.66392177473,"Martes"
190823,"1798 Matienzo, Benjamin, Teniente","2519 Conesa",1812,5828.4012740866,"Sábado"
106448,"2185 Ravignani, Emilio, Dr. & Guatemala","2519 Conesa",1295,4049.22332181822,"Sábado"
121482,"Olleros Av. & Del Libertador Av.","2519 Conesa",1727,6635.88033289513,"Jueves"
135190,"Tronador y Garcia del Rio","2519 Conesa",572,2134.87775806053,"Lunes"
106429,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","1619 Brandsen",1399,5636.79093492489,"Lunes"
591953,"Mexico 1652","1619 Brandsen",1222,5054.75076809978,"Lunes"
106429,"Mexico 1652","1619 Brandsen",828,2913.55021600612,"Sábado"
528274,"383 Blanes, Juan Manuel","1619 Brandsen",857,2540.37382469817,"Sábado"
528274,"383 Blanes, Juan Manuel","1619 Brandsen",1466,5357.51265806159,"Viernes"
106429,"1619 Brandsen","1619 Brandsen",20436,73505.8429069468,"Jueves"
106429,"1619 Brandsen","1619 Brandsen",605,1711.13289629607,"Lunes"
106429,"CARLOS PELEGRINI 215","1619 Brandsen",1062,4232.6466154831,"Miércoles"
591953,"Peru  1016","1619 Brandsen",827,3042.77087903109,"Sábado"
106429,"BRASIL&DEFENSA","1619 Brandsen",786,2380.00850782652,"Viernes"
83670,"902 Esmeralda","1619 Brandsen",1861,7127.68174331351,"Domingo"
106429,"Villaflor, Azucena & Paine, Aime","1619 Brandsen",1388,4585.54115887705,"Miércoles"
106429,"California y General Hornos","California y General Hornos",282,1007.59635348416,"Lunes"
432552,"California y General Hornos","California y General Hornos",1900,5846.98526030277,"Lunes"
528274,"383 Blanes, Juan Manuel","California y General Hornos",1624,4848.13239359452,"Lunes"
432552,"1619 Brandsen","California y General Hornos",1799,7454.04923953692,"Miércoles"
432552,"Avenida Martin Garcia y Ruy Díaz de Guzmán","California y General Hornos",832,2631.96710935897,"Domingo"
432552,"Avenida Martin Garcia y Ruy Díaz de Guzmán","California y General Hornos",641,1984.06251374367,"Sábado"
11917,"Cerrito & Arenales","Esmeralda y Av.Rivadvia",704,2533.09806082398,"Lunes"
25958,"Libertad & lavalle","150 Dellepiane Y Pedro de Mendoza",1617,5514.05965354449,"Jueves"
163372,"Avenida Rivadavia y Fray Cayetano","Culpina 121",670,2665.38195732735,"Domingo"
603066,"1019 Riglos","Culpina 121",1435,4255.94749938076,"Miércoles"
585533,"Avenida Juan de Garay 1050","201 Luna",787,2372.17792511898,"Sábado"
585533,"Avenida Juan de Garay 1050","201 Luna",953,3168.70182549659,"Jueves"
585533,"Avenida Juan de Garay 1050","201 Luna",772,2148.47856136168,"Martes"
585533,"3817 Traful","201 Luna",944,2910.48298451739,"Jueves"
528274,"383 Blanes, Juan Manuel","Olavarría 811",1195,3963.21935922283,"Viernes"
528274,"383 Blanes, Juan Manuel","Olavarría 811",1522,4744.01481244454,"Miércoles"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",510,1695.25749173287,"Martes"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",1443,4641.25372981944,"Lunes"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",948,3484.13478837271,"Miércoles"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",1713,6935.24205331826,"Viernes"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",2107,7661.753575195,"Sábado"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",476,1617.5539265529,"Lunes"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",1226,3599.26447827666,"Martes"
528274,"750 Pi Y Margall & Necochea","Olavarría 811",1279,4802.26371312391,"Viernes"
198972,"Lavalle & Acuña De Figueroa, Francisco","Olavarría 811",3989,16561.8737732827,"Domingo"
